순번,쉼터명칭,사용여부,도로명주소,지번주소,시설유형,시설면적,이용가능인원,운영시작일,운영종료일,평일개방여부,평일 개방시간,평일 종료시간,토요일개방여부,토요일 개방시간,토요일 종료시간,일요일 개방여부,일요일 개방시간,일요일 종료시간,공휴일 개방여부,공휴일 개방시간,공휴일 종료시간,경도,위도,비고,X좌표,Y좌표,야간개방
96,중림종합사회복지관,Y,서울특별시 중구 서소문로6길 16,서울특별시 중구 중림동 155-1,복지회관,30,30,2024-11-15,2025-03-15,Y,9:00:00,20:00:00,Y,10:00:00,15:00:00,N,,,N,,,126.9660708,37.5594606,평일 9:00~20:00 토요일 10:00~16:00,197002.176,551104.0537,
97,중림동주민센터,Y,서울특별시 중구 중림로8길 24,서울특별시 중구 중림동 324-21,주민센터,49.54,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9662713,37.5576533,한파특보시 주말 확대운영 09시~18시,197019.8193,550903.4584,
98,충정경로당(임대),Y,서울특별시 중구 중림로4길 41,서울특별시 중구 중림동 201,노인시설,69,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9646435,37.5571804,,196875.9713,550851.025,
99,삼성사이버경로당,Y,서울특별시 중구 중림로 10,서울특별시 중구 중림동 200,노인시설,227,70,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9652972,37.5582144,,196933.7733,550965.7652,
100,중림경로당,Y,서울특별시 중구 손기정로 101-5 ,서울특별시 중구 만리동1가 57-36,노인시설,119.81,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9660121,37.5568741,,196996.8858,550816.9847,
101,후암동 주민센터,Y,서울특별시 용산구 후암로 32-6 ,서울특별시 용산구 후암동 244-109,주민센터,658,80,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9781405,37.5486923,,198068.3198,549908.5845,
102,양짓말 경로당,Y,서울특별시 용산구 후암로13가길 25,서울특별시 용산구 후암동 239-1,노인시설,340,100,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.976385,37.5481297,,197913.1741,549846.1802,
103,용산2가동 주민센터,Y,서울특별시 용산구 신흥로 90,서울특별시 용산구 용산동2가 11-13,주민센터,392,100,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9855058,37.5459639,,198719.1299,549605.6392,
104,용암 경로당,Y,서울특별시 용산구 신흥로3가길 21-7 ,서울특별시 용산구 용산동2가 5-66,노인시설,314,90,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.984648,37.5410043,,198643.2352,549055.1958,
105,남영동 주민센터,Y,서울특별시 용산구 두텁바위로 25,서울특별시 용산구 갈월동 51-19,주민센터,264,66,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9748896,37.5457597,,197780.9574,549583.173,
106,뉴월드호텔(야간 한파쉼터),Y,서울특별시 용산구 한강대로84길 21-13 ,서울특별시 용산구 남영동 42,기타,500,20,2024-11-15,2025-03-15,Y,16:00:00,23:59:00,Y,16:00:00,23:59:00,Y,16:00:00,23:59:00,Y,16:00:00,23:59:00,126.9734976,37.5443051,민관 업무협약을 통한 야간 한파쉼터(안전숙소)로 한파 특보 시 운영(일시적 한파 피해를 입은 어르신 이용가능) /  16시 입실 ~ 익일 12시 퇴실 ,197657.8988,549421.7638,
107,남영경로당,Y,서울특별시 용산구 한강대로72길 21-15 ,서울특별시 용산구 남영동 108-3,노인시설,119.6,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9743835,37.5412825,,197736.0972,549086.2703,
108,청파동 주민센터,Y,서울특별시 용산구 청파로49길 6,서울특별시 용산구 청파동2가 91-1,주민센터,"2,136.00",50,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9698846,37.545479,,197338.6483,549552.1486,
109,청파2동 경로당,Y,서울특별시 용산구 청파로49길 34,서울특별시 용산구 청파동2가 35-20,노인시설,203,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.968465,37.5454608,,197213.195,549550.1698,
110,원효1동 경로당,Y,서울특별시 용산구 백범로 329,서울특별시 용산구 원효로1가 25,노인시설,100,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9655096,37.5387661,,196951.7484,548807.2312,
111,원효로제1동 주민센터,Y,서울특별시 용산구 백범로 350,서울특별시 용산구 문배동 19-2,주민센터,400,80,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9676262,37.5372357,,197138.7544,548637.3091,
112,원효로제2동 주민센터,Y,서울특별시 용산구 효창원로8길 3,서울특별시 용산구 산천동 81-1,주민센터,998,20,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9515491,37.5343006,,195717.668,548312.1596,
113,원효로 경로당,Y,서울특별시 용산구 원효로41가길 14-19 ,서울특별시 용산구 원효로3가 1-139,노인시설,75,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.956884,37.5347983,,196189.2184,548367.1686,
114,효창동 주민센터,Y,서울특별시 용산구 효창원로 161,서울특별시 용산구 효창동 255-5,주민센터,144,36,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9618058,37.5424761,,196624.5749,549219.1225,
115,효창제2경로당,Y,서울특별시 용산구 효창원로 146-12 ,서울특별시 용산구 효창동 5-65,노인시설,165,41,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.962956,37.5412335,,196726.1699,549081.1684,
116,용문동 주민센터,Y,서울특별시 용산구 새창로12길 13,서울특별시 용산구 도원동 19-1,주민센터,"3,989.00",20,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9574499,37.5389627,,196239.4443,548829.3432,
117,송학당 경로당,Y,서울특별시 용산구 효창원로37라길 11,서울특별시 용산구 용문동 38-206,노인시설,163,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9581749,37.537888,,196303.4664,548710.0359,
118,한강로동 주민센터,Y,서울특별시 용산구 한강대로38길 28,서울특별시 용산구 용산동5가 31,주민센터,282,70,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9692892,37.5281193,,197285.4025,547625.4519,
119,한강로3가 경로당,Y,서울특별시 용산구 한강대로7길 17-16 ,서울특별시 용산구 한강로3가 40-1007,노인시설,106,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.961256,37.5239798,,196575.1404,547166.2812,
120,이촌1동 주민센터,Y,서울특별시 용산구 이촌로71길 24,서울특별시 용산구 이촌동 301-82,주민센터,581,30,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9733286,37.5212994,,197642.2397,546868.4193,
121,이촌1동구립경로당,Y,서울특별시 용산구 이촌로75길 12-12 ,서울특별시 용산구 이촌동 301-147,노인시설,178.18,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.974667,37.5202528,,197760.5234,546752.2271,
122,이촌2동 주민센터,Y,서울특별시 용산구 이촌로18길 20,서울특별시 용산구 이촌동 206-2,주민센터,"3,183.00",100,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.954647,37.5262772,,195991.0465,547421.525,
123,이촌2동할머니 경로당,Y,,서울특별시 용산구 이촌동 398,노인시설,69,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9556636,37.5250477,,196080.844,547285.023,
124,용산구청(응급대피소 겸용),Y,서울특별시 용산구 녹사평대로 150,서울특별시 용산구 이태원동 34-87,기타,"59,177.00",100,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9902372,37.5324884,한파 특보 발효 시 24시간 운영,199137.0942,548109.9695,
125,이태원1동 주민센터,Y,서울특별시 용산구 보광로 104-6 ,서울특별시 용산구 이태원동 100-3,주민센터,804,80,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9950223,37.5325054,,199560.0355,548111.8231,
126,이태원1동 경로당,Y,서울특별시 용산구 이태원로23길 19,서울특별시 용산구 이태원동 116-11,노인시설,145,80,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9924493,37.5352909,,199332.6404,548420.9944,
127,이태원2동 주민센터,Y,서울특별시 용산구 회나무로13길 58,서울특별시 용산구 이태원동 255-54,주민센터,558,50,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9901192,37.5419147,,199126.7745,549156.1743,
128,이태원 북부경로당,Y,서울특별시 용산구 회나무로13길 32,서울특별시 용산구 이태원동 255-2,노인시설,230,80,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.98975,37.5407394,,199094.1318,549025.7338,
129,한남동 주민센터,Y,서울특별시 용산구 대사관로5길 1,서울특별시 용산구 한남동 685-43,주민센터,"2,343.00",50,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.000553,37.5346068,,200048.8767,548345.0411,
130,한남동제1 경로당,Y,서울특별시 용산구 한남대로 48-3 ,서울특별시 용산구 한남동 257-12,노인시설,132,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0083151,37.5333933,,200734.9389,548210.3899,
131,서빙고동 주민센터,Y,서울특별시 용산구 서빙고로 279,서울특별시 용산구 서빙고동 135-1,주민센터,325,50,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9947219,37.5204145,,199533.4088,546769.8854,
132,동빙고 경로당,Y,서울특별시 용산구 서빙고로75가길 23,서울특별시 용산구 동빙고동 65,노인시설,285,80,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9963558,37.522893,,199677.8584,547044.9609,
133,보광동 주민센터,Y,서울특별시 용산구 장문로 95,서울특별시 용산구 보광동 217-32,주민센터,150,30,2025-01-27,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0001292,37.5262602,,200011.4206,547418.6718,
134,보광제1 경로당,Y,서울특별시 용산구 보광로7길 9,서울특별시 용산구 보광동 216-67,노인시설,89.88,25,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.000553,37.5258369,,200048.8824,547371.6909,
135,코스모타워.서울신용보증재단성동지점 (상왕십리역) 스마트쉼터,Y,서울특별시 성동구 왕십리로 357-1 ,서울특별시 성동구 하왕십리동 960-3,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0328414,37.5630218,,202901.573,551499.2707,
136,상왕십리역 (왕십리2동주민센터) 스마트쉼터,Y,,서울특별시 성동구 하왕십리동 903-1,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0290408,37.5643591,,202565.74,551647.5847,
137,왕십리제2동주민센터,Y,서울특별시 성동구 무학봉15길 6,서울특별시 성동구 하왕십리동 973-9,주민센터,40.49,25,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0309773,37.5617588,,202736.9239,551359.0367,
138,상왕십리역.센트라스아파트 (상왕십리역방면) 스마트쉼터,N,서울특별시 성동구 마장로 206-1 ,서울특별시 성동구 홍익동 590,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0299929,37.565909,,202649.8027,551819.6319,
139,청계벽산아파트.텐즈힐아파트 (동아제약앞방면) 스마트쉼터,N,,서울특별시 성동구 하왕십리동 282-4,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0303389,37.56876,,202680.2688,552136.0693,
140,황학교.텐즈힐몰 스마트쉼터,N,서울특별시 성동구 마장로 137,서울특별시 성동구 상왕십리동 811,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0236415,37.570042,,202088.5559,552278.1865,
141,청계벽산아파트.텐즈힐아파트 (상왕십리역.센트라스아파트방면) 스마트쉼터,N,,서울특별시 성동구 하왕십리동 259-12,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0300439,37.5679628,,202654.2355,552047.5811,
142,왕십리센트라스아파트 (성동고등학교) 스마트쉼터,Y,,서울특별시 성동구 하왕십리동 860-1,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0287162,37.5647142,,202537.0497,551686.9878,
143,상왕십리역 (왕십리센트라스아파트) 스마트쉼터,Y,,서울특별시 성동구 하왕십리동 860-1,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0287189,37.5647142,,202537.2883,551686.9879,
144,왕십리도선동주민센터,Y,서울특별시 성동구 마장로 141,서울특별시 성동구 상왕십리동 813,주민센터,38.88,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.025458,37.5678526,,202249.0964,552035.2305,
145,성동구도시관리공단 스마트쉼터,N,서울특별시 성동구 청계천로 546,서울특별시 성동구 마장동 527-10,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0368326,37.5718362,,203253.8164,552477.6968,
146,성동노인복지관 스마트쉼터,N,서울특별시 성동구 마조로 77,서울특별시 성동구 마장동 798-1,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0415801,37.5649501,,203673.5519,551713.595,
147,성동사회복지관.청계천박물관 스마트쉼터,N,,서울특별시 성동구 마장동 527-17,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0368513,37.5718596,,203255.4673,552480.2946,
148,마장역 스마트쉼터,N,,서울특별시 성동구 마장동 809-2,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0424116,37.565605,,203746.9811,551786.3141,
149,마장축산물시장 (도선사거리) 스마트쉼터,Y,서울특별시 성동구 고산자로 344-1 ,서울특별시 성동구 마장동 474-28,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0375139,37.5702886,,203314.0714,552305.955,
150,마장축산물시장 (동대문구청.용두역3번출구) 스마트쉼터,Y,서울특별시 성동구 고산자로 344-1 ,서울특별시 성동구 마장동 474-28,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0380101,37.5709837,,203357.8758,552383.1206,
151,마장동주민센터,Y,서울특별시 성동구 마장로42길 11,서울특별시 성동구 마장동 780-2,주민센터,866,12,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.045289,37.5663242,,204001.1553,551866.2555,
152,한양대정문앞 (서울숲삼부아파트) 스마트쉼터,Y,,서울특별시 성동구 행당동 33,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0431948,37.5568855,,203816.62,550818.584,
153,사근동주민센터,Y,서울특별시 성동구 사근동길 37,서울특별시 성동구 사근동 223-22,주민센터,200,12,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.045311,37.561498,,204003.3571,551330.6049,
154,왕십리광장.왕십리역4번출구 (무학여고) 스마트쉼터,Y,,서울특별시 성동구 행당동 192-41,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0370713,37.5614101,,203275.3598,551320.53,
155,성동구청 (성동교육청앞) 스마트쉼터,Y,서울특별시 성동구 고산자로 280,서울특별시 성동구 행당동 7,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0364222,37.5640466,,203217.8965,551613.128,
156,왕십리광장.왕십리역7번출구 (왕십리민자역사방면) 스마트쉼터,Y,,서울특별시 성동구 행당동 188-1,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0366234,37.5611061,,203235.7996,551286.7741,
157,응봉사거리 (무학여고앞) 스마트쉼터,Y,서울특별시 성동구 고산자로 164,서울특별시 성동구 행당동 349,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0344695,37.5553417,,203045.73,550646.9221,
158,행당1동주민센터,Y,서울특별시 성동구 고산자로10길 18,서울특별시 성동구 행당동 139,주민센터,"1,605.00",7,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.036117,37.5585157,,203191.168,550999.253,
159,성동구청(책마루),Y,서울특별시 성동구 고산자로 270,서울특별시 성동구 행당동 7,기타,703,50,2024-11-15,2025-03-15,Y,9:00:00,21:00:00,Y,9:00:00,21:00:00,Y,9:00:00,21:00:00,Y,9:00:00,21:00:00,127.036734,37.563319,"평일, 주말, 공휴일 09:00 ~ 21:00",203245.4755,551532.3837,
160,한양대앞.한양시장 스마트쉼터,N,,서울특별시 성동구 행당동 23-1,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0409873,37.5585503,,203621.4885,551003.2697,
161,논골신협대림아파트후문 스마트쉼터,N,서울특별시 성동구 행당로 79,서울특별시 성동구 행당동 347,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0247573,37.5576042,,202187.4924,550897.7623,
162,행당역 (행당2동주민센터) 스마트쉼터,Y,,서울특별시 성동구 행당동 346-14,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0289281,37.5569429,,202556.0364,550824.4711,
163,행당역 (대림아파트후문) 스마트쉼터,Y,,서울특별시 성동구 행당동 347-13,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0287564,37.557147,,202540.8583,550847.1191,
164,무학여고 (행당신동아.행당푸르지오아파트) 스마트쉼터,Y,,서울특별시 성동구 행당동 320-18,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.033866,37.5578891,,202992.3028,550929.6338,
165,행당2동주민센터,Y,서울특별시 성동구 행당로9길 9,서울특별시 성동구 행당동 347-1,주민센터,64.8,7,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.02936,37.5582382,,202594.1534,550968.2458,
166,광희중학교.응봉역 스마트쉼터,N,,서울특별시 성동구 응봉동 59,기타,5.95,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0350194,37.5518374,,203094.4641,550258.0046,
167,응봉현대아파트 (삼성래미안아파트앞) 스마트쉼터,Y,서울특별시 성동구 독서당로 381-1 ,서울특별시 성동구 응봉동 산 3-12,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0310551,37.5502553,,202744.2196,550082.2874,
168,응봉동주민센터 (응봉사거리방면) 스마트쉼터,Y,,서울특별시 성동구 응봉동 134-103,기타,16.5,5,2024-11-15,2025-03-15,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,Y,4:00:00,23:59:00,127.0333377,37.5532685,,202945.8056,550416.7855,
